ISPC,DEC,name,operator,city,device,country,country_ch
3-245-1,8105,Iskon Zagreb 2,Iskon Internet d.d.,,,Croatia,克罗地亚
3-245-2,8106,METRONET-ZG-002,Metronet telekomunikacije d.d.,,,Croatia,克罗地亚
3-245-3,8107,TERRA_ZG_SW-1,TERRAKOM d.o.o.,,,Croatia,克罗地亚
3-245-4,8108,Zagreb/MC2,HT d.d.,,,Croatia,克罗地亚
3-245-5,8109,STP1 Zagreb,HT d.d.,,STP,Croatia,克罗地亚
3-245-6,8110,STP2 Rijeka,HT d.d.,,STP,Croatia,克罗地亚
3-245-7,8111,MSS1 Zagreb,HT d.d.,,MSS,Croatia,克罗地亚
4-249-0,10184,PGW-Zg,OT-Optima Telekom d.d.,,,Croatia,克罗地亚
4-249-1,10185,STP-Zg,OT-Optima Telekom d.d.,,STP,Croatia,克罗地亚
4-249-2,10186,SSW Zagreb1,VIPnet d.o.o.,,,Croatia,克罗地亚
4-249-4,10188,H1-ZG01,H1 Telekom d.d.,,,Croatia,克罗地亚
4-249-5,10189,MSS2 Rijeka,HT d.d.,,MSS,Croatia,克罗地亚
4-249-6,10190,METRONET-ZG-001,Metronet telekomunikacije d.d.,,,Croatia,克罗地亚
5-232-0,12096,TERRA_ZG_SW-2,TERRAKOM d.o.o.,,,Croatia,克罗地亚
5-232-1,12097,TERRA_ZG_SW-3,TERRAKOM d.o.o.,,,Croatia,克罗地亚
5-232-2,12098,SN-CRO-ISPC,SOFTNET d.o.o.,,,Croatia,克罗地亚
5-232-3,12099,ZAGS,TELE2 d.o.o.,,,Croatia,克罗地亚
5-232-4,12100,Zagreb/MC1,HT d.d.,,,Croatia,克罗地亚
5-232-5,12101,SiOL ZG International,SIOL d.o.o.,,,Croatia,克罗地亚
7-235-0,16216,MSS3 Split,HT d.d.,,MSS,Croatia,克罗地亚
7-235-1,16217,OKTV1,OPTIKA KABEL TV d.o.o.,,,Croatia,克罗地亚
7-235-2,16218,OKTV2,OPTIKA KABEL TV d.o.o.,,,Croatia,克罗地亚
7-235-3,16219,AKT-HR01,Akton d.o.o.,,,Croatia,克罗地亚
7-235-4,16220,STP1,VIPnet d.o.o.,,STP,Croatia,克罗地亚
7-235-5,16221,STP2,VIPnet d.o.o.,,STP,Croatia,克罗地亚
7-235-6,16222,STMSCS2,VIPnet d.o.o.,,MSC,Croatia,克罗地亚
7-235-7,16223,TERRA_ZG_SW-4,TERRAKOM d.o.o.,,,Croatia,克罗地亚
3-136-1,7233,,ETECSA,,,Cuba,古巴
3-136-2,7234,Varadero,ETECSA,,,Cuba,古巴
3-136-3,7235,La Habana,ETECSA,La Habana,,Cuba,古巴
3-136-4,7236,La Habana,ETECSA,La Habana,,Cuba,古巴
3-136-5,7237,Camaguey,ETECSA,Camaguey,,Cuba,古巴
3-136-6,7238,La Habana,ETECSA,La Habana,,Cuba,古巴
3-137-1,7241,,ETECSA,,,Cuba,古巴
3-124-0,7136,Cura?ao 1,Polycom,,,Cura?ao,库拉索
3-124-2,7138,Cura?ao 1,Antelecom,,,Cura?ao,库拉索
3-124-3,7139,Cura?ao/ANM,Antillean Network Management,,,Cura?ao,库拉索
3-124-4,7140,Cura?ao 2,Antelecom,,,Cura?ao,库拉索
3-124-6,7142,Cura?ao/GSN,GSN International Telecom,,,Cura?ao,库拉索
3-125-0,7144,Cura?ao/ANM0102,Antillean Network Management,,,Cura?ao,库拉索
3-125-1,7145,Cura?ao/Setel GSM,Setel,,,Cura?ao,库拉索
3-125-2,7146,Cura?ao 1,Third Wave Int.,,,Cura?ao,库拉索
3-125-3,7147,Cura?ao 2,Third Wave Int.,,,Cura?ao,库拉索
3-125-4,7148,Cura?ao 2,Polycom,,,Cura?ao,库拉索
3-126-5,7157,Cura?ao,Curacao Cable TV d.b.a. Flow Curacao,,,Cura?ao,库拉索
2-160-0,5376,ACR ITE Nicosia,Cyprus Telecommunications Authority (CYTA),Nicosia,,Cyprus,塞浦路斯
2-160-1,5377,AMA ITE Limassol,Cyprus Telecommunications Authority (CYTA),Limassol,,Cyprus,塞浦路斯
2-160-2,5378,"GSM, Nicosia, Kennedy",MTN Cyprus Limited,Nicosia,,Cyprus,塞浦路斯
2-160-3,5379,"Callsat NIC1, Nicosia",CALLSAT INTERNATIONAL TELECOMMUNICATIONS,Nicosia,,Cyprus,塞浦路斯
2-160-4,5380,"GSM, Nicosia, Latsia",MTN Cyprus Limited,Nicosia,,Cyprus,塞浦路斯
2-160-5,5381,"ONT/NIC 1, Nicosia",OTENet Telecommunications Ltd.,Nicosia,,Cyprus,塞浦路斯
2-160-6,5382,"TWX/LIM1, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
2-160-7,5383,OMGTEL-FR,D.S.T. Omega Telecom,,,Cyprus,塞浦路斯
3-248-0,8128,"TWX/LIM2, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
3-248-1,8129,WLD-CY,D.Y. Worldnet Ltd.,,,Cyprus,塞浦路斯
3-248-2,8130,"TWX/LIM1, Nicosia",Cyprus Telecommunications Authority (CYTA),Nicosia,,Cyprus,塞浦路斯
3-248-3,8131,"ISCLYK, Nicosia",Cyprus Telecommunications Authority (CYTA),Nicosia,ISC,Cyprus,塞浦路斯
3-248-4,8132,"ISCMGI, Limassol",Cyprus Telecommunications Authority (CYTA),Limassol,ISC,Cyprus,塞浦路斯
3-248-5,8133,"CBNT_CY, Nicosia",Cablenet Communication Systems Ltd,Nicosia,,Cyprus,塞浦路斯
3-248-6,8134,"MTNCYMSS1, Nicosia",MTN Cyprus Limited,Nicosia,MSS,Cyprus,塞浦路斯
3-248-7,8135,"MTNCYMSS2, Nicosia",MTN Cyprus Limited,Nicosia,MSS,Cyprus,塞浦路斯
5-237-0,12136,"MTNCYSTP1, Nicosia",MTN Cyprus Limited,Nicosia,STP,Cyprus,塞浦路斯
5-237-1,12137,"MTNCYSTP2, Nicosia",MTN Cyprus Limited,Nicosia,STP,Cyprus,塞浦路斯
5-237-2,12138,"MTNCYMGW1, Nicosia",MTN Cyprus Limited,Nicosia,MGW,Cyprus,塞浦路斯
5-237-3,12139,"MTNCYMGW2, Nicosia",MTN Cyprus Limited,Nicosia,MGW,Cyprus,塞浦路斯
5-237-4,12140,"PrimeTelMVNO, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
5-237-5,12141,"PrimeTelMVNO2, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
5-237-6,12142,"PrimeTel-FRA1, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
5-237-7,12143,"PrimeTel-ATH1, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
6-231-0,14136,"PrimeTel-LON1, Limassol",Primetel PLC,Limassol,,Cyprus,塞浦路斯
2-060-3,4579,Tiscali CZ,CD-Telematika a.s.,,,Czech Rep.,捷克共和国
2-060-4,4580,SZDC,"Sprava zeleznicni dopravni cesty, st org.",,,Czech Rep.,捷克共和国
2-060-5,4581,Ceznet Praha CZ,"Telco pro Service, a.s.",,,Czech Rep.,捷克共和国
2-060-6,4582,SZDC CZ,"Sprava zeleznicni dopravni cesty, st org.",,,Czech Rep.,捷克共和国
2-060-7,4583,Voinet CZ,J.S.tel s.r.o,,,Czech Rep.,捷克共和国
2-228-1,5921,"Praha, SA-STP",?eská telekomunika?ní infrastruktura a.s.,,STP,Czech Rep.,捷克共和国
2-228-2,5922,"Brno, SA STP",?eská telekomunika?ní infrastruktura a.s.,,STP,Czech Rep.,捷克共和国
2-228-5,5925,SZDC,"Sprava zeleznicni dopravni cesty, st org.",,,Czech Rep.,捷克共和国
2-228-6,5926,CEZnet Praha CZ,"Telco pro Service, a.s.",,,Czech Rep.,捷克共和国
2-229-0,5928,BT Czech Republic,"BT (Worldwide) Ltd., organizacni slozka",,,Czech Rep.,捷克共和国
2-229-1,5929,"Praha, International exchange",?eská telekomunika?ní infrastruktura a.s.,,,Czech Rep.,捷克共和国
2-229-2,5930,"Brno, International exchange",?eská telekomunika?ní infrastruktura a.s.,,,Czech Rep.,捷克共和国
2-229-4,5932,Praha CS,T-Mobile Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-229-5,5933,Brno CS,T-Mobile Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-230-1,5937,MSS HRK 1,T-Mobile Czech Republic a.s.,,MSS,Czech Rep.,捷克共和国
2-230-3,5939,TS1PG,O2 Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-230-4,5940,TS1BM,O2 Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-230-5,5941,SAPH,O2 Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-230-6,5942,SABO,O2 Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-230-7,5943,MSS BRN,T-Mobile Czech Republic a.s.,,MSS,Czech Rep.,捷克共和国
2-231-3,5947,SZDC,"Sprava zeleznicni dopravni cesty, st org.",,,Czech Rep.,捷克共和国
2-231-4,5948,SRP1 Praha,T-Mobile Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-231-5,5949,SRP2 Brno,T-Mobile Czech Republic a.s.,,,Czech Rep.,捷克共和国
2-231-6,5950,DIAL-PRAHA CZ,"Dial Telecom, a..s.",,,Czech Rep.,捷克共和国
2-231-7,5951,MSS PRC 1,T-Mobile Czech Republic a.s.,,MSS,Czech Rep.,捷克共和国
6-234-0,14160,VF STP Praha,Vodafone Czech Republic a.s.,,STP,Czech Rep.,捷克共和国
6-234-1,14161,VF STP Brno,Vodafone Czech Republic a.s.,,STP,Czech Rep.,捷克共和国
6-059-1,12761,Kinshasa,Sematel,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-2,12762,Goma,Supercell,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-3,12763,Kinshasa,Celtel Congo sarl RDC,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-4,12764,Goma,Celtel Congo sarl RDC,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-5,12765,Lubumbashi,Celtel Congo sarl RDC,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-6,12766,Goma,Vodacom Congo RDC sprl,,,Dem. Rep. of the Congo,刚果民主共和国
6-059-7,12767,Kinshasa,YOZMA Timeturns,,,Dem. Rep. of the Congo,刚果民主共和国
6-060-0,12768,Kinshasa,Vodacom Congo RDC sprl,,,Dem. Rep. of the Congo,刚果民主共和国
6-060-1,12769,Kinshasa,Celtel Congo RDC sprl,,,Dem. Rep. of the Congo,刚果民主共和国
6-060-2,12770,Inato,SAIT Telecom,,,Dem. Rep. of the Congo,刚果民主共和国
6-060-5,12773,IMBJ,Vodacom Congo RDC sprl,,,Dem. Rep. of the Congo,刚果民主共和国
6-060-7,12775,Kinshasa,CCT,,,Dem. Rep. of the Congo,刚果民主共和国
6-061-1,12777,Vodacom Congo SSP01,Vodacom Congo RDC sprl,,SSP,Dem. Rep. of the Congo,刚果民主共和国
6-061-2,12778,Vodacom Congo SSP01,Vodacom Congo RDC sprl,,SSP,Dem. Rep. of the Congo,刚果民主共和国
6-061-3,12779,INAT01,SAIT Telecom,,IN,Dem. Rep. of the Congo,刚果民主共和国
6-061-4,12780,Kinshasa,Office Congolais des Postes et Télécommunications (OCPT),,,Dem. Rep. of the Congo,刚果民主共和国
6-061-5,12781,Vodacom Congo SSP01,Vodacom Congo RDC sprl,,SSP,Dem. Rep. of the Congo,刚果民主共和国
6-061-6,12782,INAT02,SAIT Telecom,,IN,Dem. Rep. of the Congo,刚果民主共和国
6-061-7,12783,Kinshasa,Sematel,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-0,13720,Goma,OASIS/TIGO,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-1,13721,Goma,OASIS/TIGO,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-2,13722,Kinshasa,Africell,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-3,13723,Kinshasa,AIRTEL,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-4,13724,Lubumbashi,CCT,,,Dem. Rep. of the Congo,刚果民主共和国
6-179-5,13725,Goma,CCT,,,Dem. Rep. of the Congo,刚果民主共和国
2-076-0,4704,Copenhagen - Copenhagen dnc,TDC A/S,Copenhagen,,Denmark,丹麦
2-076-2,4706,Copenhagen - Albertslund dnc,TDC A/S,Copenhagen,,Denmark,丹麦
2-076-5,4709,,TDC A/S,,,Denmark,丹麦
2-076-7,4711,,TDC A/S,,,Denmark,丹麦
2-077-0,4712,Copenhagen - Albertslund ISG,Telenor A/S,Copenhagen,SG,Denmark,丹麦
2-077-1,4713,,Telenor A/S,,,Denmark,丹麦
2-077-2,4714,Copenhagen,Global One Communication A/S,Copenhagen,,Denmark,丹麦
2-077-3,4715,Banedanmark East,Banedanmark,,,Denmark,丹麦
2-077-4,4716,Banedanmark West,Banedanmark,,,Denmark,丹麦
2-077-7,4719,,Banedanmark,,,Denmark,丹麦
2-078-1,4721,Copenhagen - Ejby LS,TeliaSonera AB,Copenhagen,,Denmark,丹麦
2-078-5,4725,…,Barablu Mobile Ltd,,,Denmark,丹麦
2-079-1,4729,,Supertel A/S,,,Denmark,丹麦
2-079-4,4732,Copenhagen - Orestaden LS,TeliaSonera AB,Copenhagen,,Denmark,丹麦
2-079-5,4733,Telehouse Glostrup,Digital Network,,,Denmark,丹麦
2-217-1,5833,Copenhagen,COLT Telecom,Copenhagen,,Denmark,丹麦
3-132-0,7200,Roseau Exchange,Cable & Wireless Dominica,,,Dominica,多米尼克
3-132-1,7201,Roseau DAX,Cable & Wireless Dominica,,,Dominica,多米尼克
3-132-3,7203,Roseau Exchange,Marpin Telecoms & Broadcasting Co. Ltd.,,,Dominica,多米尼克
3-140-0,7264,ISUP Gateway 0,"Compa?ía Dominicana de Teléfonos, C. por A.",,,Dominican Rep.,多米尼加共和国
3-140-1,7265,ISUP Gateway 1,"Compa?ía Dominicana de Teléfonos, C. por A.",,,Dominican Rep.,多米尼加共和国
3-140-2,7266,DMS 300 LDV-STP-VIR (Zona Norte),Tricom S.A.,,STP,Dominican Rep.,多米尼加共和国
3-140-3,7267,STP-LDV (Metro),Tricom S.A.,,STP,Dominican Rep.,多米尼加共和国
3-140-4,7268,ODOGW1,"Orange Dominicana, S.A.",,,Dominican Rep.,多米尼加共和国
3-140-5,7269,STP-VIR (Zona Norte),Tricom S.A.,,STP,Dominican Rep.,多米尼加共和国
3-140-6,7270,GSM (SGU/SLU),All America Cables & Radio Dominican Republic Inc.,,SG,Dominican Rep.,多米尼加共和国
3-140-7,7271,Sistema EIR (SQUIERE),All America Cables & Radio Dominican Republic Inc.,,,Dominican Rep.,多米尼加共和国
3-141-0,7272,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-1,7273,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-2,7274,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-3,7275,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-4,7276,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-5,7277,Gateway,Orange,,,Dominican Rep.,多米尼加共和国
3-141-6,7278,Toll Sto. Dgo.,Codetel,,,Dominican Rep.,多米尼加共和国
3-141-7,7279,Toll Santiago,Codetel,,,Dominican Rep.,多米尼加共和国
7-080-0,14976,"Quito, Central Internacional",Andinatel S.A.,,,Ecuador,厄瓜多尔
7-080-1,14977,"Guayaquil, Central Internacional 2",Pacifictel S.A.,,,Ecuador,厄瓜多尔
7-080-2,14978,"Guayaquil, Central Internacional 1",Pacifictel S.A.,,,Ecuador,厄瓜多尔
7-080-3,14979,"Guayaquil, Switch",Conecel S.A.,,,Ecuador,厄瓜多尔
7-080-4,14980,"Quito, Switch",Conecel S.A.,,,Ecuador,厄瓜多尔
7-080-5,14981,"Guayaquil, Switch",Conecel S.A.,,,Ecuador,厄瓜多尔
7-080-6,14982,"Guayaquil, MSC TDMA",Otecel S.A.,,MSC,Ecuador,厄瓜多尔
7-080-7,14983,"Quito, MSC TDMA",Otecel S.A.,,MSC,Ecuador,厄瓜多尔
7-081-0,14984,Telecsa UIO-CDMA,Telecsa S.A.,,,Ecuador,厄瓜多尔
7-081-1,14985,Etapa Cuenca Novatelefonía,Etapa Telecom S.A.,,,Ecuador,厄瓜多尔
7-081-2,14986,Central Quito SETEL,Setel S.A.,,,Ecuador,厄瓜多尔
7-081-3,14987,Central Internacional (Quito 2),Andinatel S.A.,,,Ecuador,厄瓜多尔
7-081-4,14988,MG_UIO_001,Etapa Telecom S.A.,,,Ecuador,厄瓜多尔
7-081-6,14990,MSSS 1,Conecel S.A.,,MSS,Ecuador,厄瓜多尔
7-081-7,14991,MSS GSM UIO,Otecel S.A.,,MSS,Ecuador,厄瓜多尔
7-082-0,14992,MSS GSM GYE,Otecel S.A.,,MSS,Ecuador,厄瓜多尔
7-082-1,14993,Ecutel,Ecuador Telecom S.A.,,,Ecuador,厄瓜多尔
7-082-2,14994,TELECSA GSM,Telecsa S.A.,,,Ecuador,厄瓜多尔
7-082-3,14995,TELECSA GSM SP Node,Telecsa S.A.,,,Ecuador,厄瓜多尔
6-003-0,12312,"SIT01, Cairo",Etisalat,Cairo,,Egypt,埃及
6-003-1,12313,"SIH01, Cairo",Etisalat,Cairo,,Egypt,埃及
6-003-2,12314,"XIT02, Alexandria",Etisalat,Alexandria,,Egypt,埃及
6-003-3,12315,"SIS01, Cairo",Etisalat,Cairo,,Egypt,埃及
6-003-4,12316,"CIH02, Cairo",Etisalat,Cairo,,Egypt,埃及
6-003-5,12317,"CIS02, Cairo",Etisalat,Cairo,,Egypt,埃及
6-004-0,12320,CAI 1 Ramsis/Cairo,Telecom Egypt,Cairo,,Egypt,埃及
6-004-1,12321,"Alex.1, Mahatet MisrAlexandria",Telecom Egypt,Alexandria,,Egypt,埃及
6-004-2,12322,Heliopolis,Mobinil,,,Egypt,埃及
6-004-3,12323,Obour,Mobinil,,,Egypt,埃及
6-004-5,12325,Haby 1,Vodafone,,,Egypt,埃及
6-004-6,12326,Haby 2,Vodafone,,,Egypt,埃及
6-005-2,12330,"SST01, Cairo",Etisalat,Cairo,,Egypt,埃及
6-005-3,12331,"XST02, Alexandria",Etisalat,Alexandria,,Egypt,埃及
6-005-4,12332,"CAI2, Ramsis/Cairo",Telecom Egypt,Cairo,,Egypt,埃及
6-005-5,12333,"Alex 2, Mahatet MisrAlexandria",Telecom Egypt,Alexandria,,Egypt,埃及
6-005-6,12334,"Almaza, Cairo",Telecom Egypt,Cairo,,Egypt,埃及
7-012-0,14432,LD1,"CTE, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-012-1,14433,INT2,"CTE, S.A. de C.V.",,IN,El Salvador,萨尔瓦多
7-012-2,14434,INT1,"CTE, S.A. de C.V.",,IN,El Salvador,萨尔瓦多
7-012-3,14435,Roaming Personal 1,"CTE Telecom Personal, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-012-4,14436,Telefónica 1,"Telefónica El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-012-5,14437,Salnet 1,El Salvador Network S.A.,,,El Salvador,萨尔瓦多
7-012-6,14438,Telemóvil 1,"Telemóvil El Salvador, S.A.",,,El Salvador,萨尔瓦多
7-012-7,14439,Americatel 1,Americatel El Salvador,,,El Salvador,萨尔瓦多
7-013-0,14440,Telefónica 2,"Telefónica El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-013-1,14441,Digicel 1,"Digicel, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-013-2,14442,AESTEL 1,"AESTEL Salvadore?a y Cía, S. en C. de C.V.",,,El Salvador,萨尔瓦多
7-013-3,14443,SALTEL 1,"El Salvador Telecom, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-013-4,14444,GCA 1,"GCA Telecom, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-013-5,14445,Telecam 1,Telecomunicaciones de Ameríca S.A. de C.V.,,,El Salvador,萨尔瓦多
7-013-6,14446,Saltel 2,"El Salvador Telecom, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-013-7,14447,Americana 1,Americana de Telecomunicaciones S.A. de C.V.,,,El Salvador,萨尔瓦多
7-014-0,14448,Telefónica 3,"Telefónica Móviles El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-1,14449,Telemóvil 2,"Telemóvil El Salvador, S.A.",,,El Salvador,萨尔瓦多
7-014-2,14450,SKY 1,"Sky Technologies de El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-3,14451,Portal Virtual 1,"CTE, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-4,14452,Portal Virtual 2,"CTE, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-5,14453,Telefónica 4,"Telefónica Móviles El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-6,14454,Telefónica 5,"Telefónica Móviles El Salvador, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-014-7,14455,Telemóvil 3,"Telemóvil El Salvador, S.A.",,,El Salvador,萨尔瓦多
7-015-0,14456,Telemóvil 4,"Telemóvil El Salvador, S.A.",,,El Salvador,萨尔瓦多
7-015-1,14457,Digicel 2,"Digicel, S.A. de C.V.",,,El Salvador,萨尔瓦多
7-015-3,14459,Roaming Personal 2,"CTE Telecom Personal, S.A. de C.V.",,,El Salvador,萨尔瓦多
6-054-0,12720,PS International Bata,Orange (GETESA),,,Equatorial Guinea,赤道几内亚
6-054-1,12721,PS International Malabo,Orange (GETESA),,,Equatorial Guinea,赤道几内亚
6-054-2,12722,Lien Roaming,Orange (GETESA),,,Equatorial Guinea,赤道几内亚
6-054-3,12723,Lien SS7 VoIP,Orange (GETESA),,,Equatorial Guinea,赤道几内亚
6-054-4,12724,Bata Internacional,"HiTsGE, S.A.",,,Equatorial Guinea,赤道几内亚
6-054-5,12725,Malabo Internacional,"HiTsGE, S.A.",,,Equatorial Guinea,赤道几内亚
6-054-6,12726,Roaming,"HiTsGE, S.A.",,,Equatorial Guinea,赤道几内亚
6-054-7,12727,SS7 Voip,"HiTsGE, S.A.",,,Equatorial Guinea,赤道几内亚
6-175-0,13688,,GECOMSA,,,Equatorial Guinea,赤道几内亚
6-175-1,13689,,GECOMSA,,,Equatorial Guinea,赤道几内亚
6-175-2,13690,,GECOMSA,,,Equatorial Guinea,赤道几内亚
6-175-3,13691,,GECOMSA,,,Equatorial Guinea,赤道几内亚
6-114-1,13201,Asmara,Eritel Corporation,,,Eritrea,厄立特里亚
2-092-0,4832,Tallinn,AS Eesti Telekom,,,Estonia,爱沙尼亚
2-092-1,4833,Tallinn,AS Eesti Telekom,,,Estonia,爱沙尼亚
2-092-2,4834,Tallinn,Tele2 Eesti AS,,,Estonia,爱沙尼亚
2-092-3,4835,Tallinn,Tele2 Eesti AS,,,Estonia,爱沙尼亚
2-092-4,4836,Tallinn,Elisa Andmesidesttnused AS,,,Estonia,爱沙尼亚
2-092-5,4837,Tallin,OU Top Connect,,,Estonia,爱沙尼亚
2-092-6,4838,Tallinn,OU Top Connect,,,Estonia,爱沙尼亚
2-092-7,4839,Tallinn,OU Top Connect,,,Estonia,爱沙尼亚
2-199-0,5688,Tallinn,AS STV,,,Estonia,爱沙尼亚
2-199-4,5692,Tallinn,AS EVR Infra,,,Estonia,爱沙尼亚
2-199-7,5695,NRD/TLN11,Nord Connect O?,,,Estonia,爱沙尼亚
3-244-4,8100,Tallinn,GoNetwork O?,,,Estonia,爱沙尼亚
3-244-5,8101,Tallin,Tele2 Eesti AS,,,Estonia,爱沙尼亚
3-244-6,8102,Tallinn,Elisa Eesti AS,,,Estonia,爱沙尼亚
3-244-7,8103,Tallinn,Elisa Eesti AS,,,Estonia,爱沙尼亚
5-230-0,12080,Tallinn,Elisa Eesti AS,,,Estonia,爱沙尼亚
5-230-1,12081,Tallinn,Elisa Eesti AS,,,Estonia,爱沙尼亚
5-230-3,12083,Tallinn,Tele2 Eesti AS,,,Estonia,爱沙尼亚
5-230-4,12084,Tallinn,Tele2 Eesti AS,,,Estonia,爱沙尼亚
5-230-5,12085,Tallinn,Novametro OU,,,Estonia,爱沙尼亚
6-227-0,14104,Tallinn,Vivex O?,,,Estonia,爱沙尼亚
6-227-1,14105,Tallinn,Vivex O?,,,Estonia,爱沙尼亚
6-227-2,14106,Tallinn,Travel Communication O?,,,Estonia,爱沙尼亚
6-227-5,14109,Tallinn,Nord Connect O?,,,Estonia,爱沙尼亚
6-227-6,14110,Tallinn,AS Eesti Telekom,,,Estonia,爱沙尼亚
6-227-7,14111,Tallinn,AS Eesti Telekom,,,Estonia,爱沙尼亚
6-072-1,12865,Bole,Ethiopian Telecommunications Corporation,,,Ethiopia,埃塞俄比亚
7-099-1,15129,ISCFalklands,Cable & Wireless,,ISC,Falkland Islands (Malvinas),福克兰群岛（马尔维纳斯）
7-099-2,15130,TOUCH,Cable & Wireless,,,Falkland Islands (Malvinas),福克兰群岛（马尔维纳斯）
3-179-0,7576,FOIC1,Faroese Telecom P/F,,,Faroe Islands,法罗群岛
3-179-1,7577,FOIC2,Faroese Telecom P/F,,,Faroe Islands,法罗群岛
3-179-2,7578,FT MSS,Foroya Tele,,MSS,Faroe Islands,法罗群岛
3-179-5,7581,ANIC1,Kall P/F,,,Faroe Islands,法罗群岛
3-179-6,7582,KGSM1,Kall P/F,,,Faroe Islands,法罗群岛
3-179-7,7583,TELEF,Kall P/F,,,Faroe Islands,法罗群岛
5-084-0,10912,FINTEL ISC-1,Fintel,,ISC,Fiji,斐济
5-084-1,10913,FINTEL ISC-2,Fintel,,ISC,Fiji,斐济
5-084-2,10914,VODAFONE MSC-1,Vodafone Fiji Ltd,,MSC,Fiji,斐济
5-084-3,10915,VODAFONE MGw-1 Suva,Vodafone Fiji Ltd,,,Fiji,斐济
5-084-4,10916,Vodafone MGw Lautoka,Vodafone Fiji Ltd,,,Fiji,斐济
5-084-5,10917,Vodafone MSC-2 Lautoka,Vodafone Fiji Ltd,,MSC,Fiji,斐济
5-084-6,10918,DIGICEL MSC,Digicel Fiji Ltd,,MSC,Fiji,斐济
5-084-7,10919,DIGICEL,Digicel Fiji Ltd,,,Fiji,斐济
5-085-0,10920,FINTEL STP-1,Fintel,,STP,Fiji,斐济
5-085-1,10921,FINTEL STP-2,Fintel,,STP,Fiji,斐济
5-085-2,10922,FINTEL FW,Fintel,,IN,Fiji,斐济
5-085-3,10923,FINTEL-3,Fintel,,IN,Fiji,斐济
2-088-0,4800,Helsinki (HEL1),TeliaSonera Finland Oyj,Helsinki,,Finland,芬兰
2-088-1,4801,Helsinki (HEL2),TeliaSonera Finland Oyj,Helsinki,,Finland,芬兰
2-088-3,4803,Raisio MGW (FI2_MGW),Elisa Oyj,,MGW,Finland,芬兰
2-088-4,4804,Helsinki (OPS2),Fonecta Oy,Helsinki,,Finland,芬兰
2-088-5,4805,Helsinki (HLS-SIGW1 TSIC),TeliaSonera Finland Oyj,Helsinki,IGW,Finland,芬兰
2-088-6,4806,Helsinki (MGTS),TeliaSonera Finland Oyj,Helsinki,,Finland,芬兰
2-088-7,4807,Espoo (FON01),Fonecta Oy,Espoo,,Finland,芬兰
2-089-0,4808,Espoo (FON02),Fonecta Oy,Espoo,,Finland,芬兰
2-089-1,4809,Helsinki (GIWU),TeliaSonera Finland Oyj,Helsinki,,Finland,芬兰
2-089-2,4810,Vantaa (MSCSVA2),DNA Oy,Vantaa,MSC,Finland,芬兰
2-089-3,4811,H?meenlinna (HML1 Surpass MGC),TeliaSonera Finland Oyj,,MGC,Finland,芬兰
2-089-4,4812,Helsinki (HMG02 TSIC),TeliaSonera Finland Oyj,Helsinki,,Finland,芬兰
2-089-5,4813,MSCSLA5,DNA Oy,,MSC,Finland,芬兰
